@relation CM1

@attribute BRANCH_COUNT numeric
@attribute CALL_PAIRS numeric
@attribute LOC_CODE_AND_COMMENT numeric
@attribute LOC_COMMENTS numeric
@attribute CONDITION_COUNT numeric
@attribute CYCLOMATIC_COMPLEXITY numeric
@attribute CYCLOMATIC_DENSITY numeric
@attribute DECISION_COUNT numeric
@attribute DECISION_DENSITY numeric
@attribute DESIGN_COMPLEXITY numeric
@attribute DESIGN_DENSITY numeric
@attribute EDGE_COUNT numeric
@attribute ESSENTIAL_COMPLEXITY numeric
@attribute ESSENTIAL_DENSITY numeric
@attribute LOC_EXECUTABLE numeric
@attribute PARAMETER_COUNT numeric
@attribute HALSTEAD_CONTENT numeric
@attribute HALSTEAD_DIFFICULTY numeric
@attribute HALSTEAD_EFFORT numeric
@attribute HALSTEAD_ERROR_EST numeric
@attribute HALSTEAD_LENGTH numeric
@attribute HALSTEAD_LEVEL numeric
@attribute HALSTEAD_PROG_TIME numeric
@attribute HALSTEAD_VOLUME numeric
@attribute MAINTENANCE_SEVERITY numeric
@attribute MODIFIED_CONDITION_COUNT numeric
@attribute MULTIPLE_CONDITION_COUNT numeric
@attribute NODE_COUNT numeric
@attribute NORMALIZED_CYLOMATIC_COMPLEXITY numeric
@attribute NUM_OPERANDS numeric
@attribute NUM_OPERATORS numeric
@attribute NUM_UNIQUE_OPERANDS numeric
@attribute NUM_UNIQUE_OPERATORS numeric
@attribute NUMBER_OF_LINES numeric
@attribute PERCENT_COMMENTS numeric
@attribute LOC_TOTAL numeric
@attribute Defective {Y,N}

@data
1.098612,-13.815511,0.693147,0.693147,1.386294,0.693147,0.15,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.397895,0.693147,17.29,2.484907,2489.43,0.07,3.871201,0.08,138.3,207.45,0.5,0,0.693147,1.609438,0.11,2.772589,3.465736,2.079442,2.484907,2.944439,26.67,2.564949,N
2.397895,0.693147,0.693147,2.639057,2.995732,1.791759,0.18,2.302585,0.693147,0.693147,0.33,3.218876,1.386294,0.6,3.465736,0,21.82,22.85,11393.4,0.17,4.553877,0.04,632.97,498.55,0.67,1.609438,2.302585,3.044522,0.1,3.610918,4.060443,2.833213,3.044522,4.077537,33.33,3.526361,N
1.098612,-13.815511,-13.815511,-13.815511,1.386294,0.693147,0.22,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.197225,0.693147,14.83,3.5,181.62,0.02,2.70805,0.29,10.09,51.89,0.5,0,0.693147,1.609438,0.18,1.386294,2.397895,1.386294,1.94591,2.397895,-13.815511,2.197225,N
5.087596,2.079442,4.382027,5.105945,5.513429,4.564348,0.19,4.770685,2.1,4.143135,0.66,5.843544,3.295837,0.27,6.047372,1.098612,131.72,126.56,2109679.46,5.56,7.614312,0.01,117204.41,16670.05,0.28,4.174387,4.820282,5.525453,0.13,6.682109,7.113956,5.42495,4.276666,6.620073,36.68,6.22059,N
1.098612,2.639057,-13.815511,1.94591,1.386294,0.693147,0.05,0.693147,0.693147,0.693147,0,2.944439,0,-13.815511,3.713572,0,93.81,15.69,23101.5,0.49,5.484797,0.06,1283.42,1472.15,0.5,0,0.693147,2.944439,0.03,4.564348,4.976734,3.951244,2.833213,4.143135,14.58,3.713572,N
1.94591,1.098612,1.098612,3.178054,2.484907,1.386294,0.11,1.791759,0.693147,1.386294,0,2.772589,0,-13.815511,3.465736,0,34.91,18.57,12037.08,0.22,4.795791,0.05,668.73,648.26,0.25,1.098612,1.791759,2.639057,0.05,3.7612,4.356709,3.091042,2.944439,4.290459,45.76,3.555348,Y
3.135494,0.693147,-13.815511,3.526361,3.73767,2.484907,0.18,2.995732,2.1,2.079442,0.67,3.828641,1.098612,0.18,4.174387,-13.815511,108.84,15.19,25107.55,0.55,5.572154,0.07,1394.86,1653.06,0.25,2.397895,3.044522,3.583519,0.1,4.691348,5.036953,4.110874,2.833213,4.762174,34.34,4.174387,N
1.94591,-13.815511,1.94591,2.397895,2.484907,1.386294,0.16,1.791759,0.693147,0,0.25,2.639057,1.386294,0,2.890372,1.386294,3.178054,15.38,5680.1,0.12,4.330733,0.07,315.56,369.21,0,1.098612,1.791759,2.484907,0.09,3.218876,3.931826,2.564949,2.772589,3.828641,3.912023,3.218876,N
1.609438,-13.815511,-13.815511,-13.815511,2.079442,1.098612,0.25,1.386294,0.693147,0,0.33,2.484907,0,-13.815511,2.484907,0.693147,21.83,10.42,2369.07,0.08,3.931826,0.1,131.62,227.43,0.33,0.693147,1.386294,2.397895,0.21,3.218876,3.258097,2.484907,2.302585,2.639057,-13.815511,2.484907,N
1.94591,1.098612,1.386294,2.772589,2.484907,1.386294,0.16,1.791759,0.693147,1.386294,0,2.772589,0,-13.815511,3.044522,-13.815511,31.79,17.86,10140.57,0.19,4.644391,0.06,563.36,567.78,0.25,1.098612,1.791759,2.639057,0.05,3.850148,4.043051,3.218876,2.944439,4.430817,48.78,3.218876,N
1.94591,0,0,0,2.484907,1.386294,0.24,1.791759,0.693147,0.693147,0.5,2.70805,0,-13.815511,2.772589,0,24.97,20.38,10375.62,0.17,4.574711,0.05,576.42,509.05,0.25,1.098612,1.791759,2.564949,0.17,3.496508,4.158883,2.833213,3.044522,3.178054,11.11,2.833213,N
1.94591,0.693147,1.098612,1.609438,2.302585,1.386294,0.13,1.386294,2.5,1.098612,0.75,2.484907,1.098612,0.67,3.295837,1.098612,28.78,18.12,9456.28,0.17,4.553877,0.06,525.35,521.73,0.75,1.098612,1.609438,2.302585,0.07,3.367296,4.189655,2.995732,3.218876,4.060443,22.86,3.401197,N
1.609438,1.386294,-13.815511,2.397895,2.079442,1.098612,0.11,1.386294,0.693147,0.693147,0.67,2.772589,0,-13.815511,3.332205,0,36.57,15.24,8490.44,0.19,4.644391,0.07,471.69,557.19,0.33,0.693147,1.386294,2.70805,0.06,3.465736,4.276666,3.044522,2.995732,3.89182,28.21,3.332205,Y
2.197225,0.693147,-13.815511,2.833213,2.772589,1.609438,0.17,2.079442,0.693147,0.693147,0.4,3.044522,0,-13.815511,3.367296,0.693147,27.4,20.78,11829.84,0.19,4.70953,0.05,657.21,569.35,0.2,1.386294,2.079442,2.890372,0.09,3.78419,4.204693,2.890372,2.833213,3.970292,36.96,3.367296,N
3.465736,2.944439,1.386294,4.127134,2.772589,3.178054,0.26,1.386294,1.386294,2.944439,0.79,4.007333,2.197225,0.35,4.488636,1.098612,54.69,47.6,123914.45,0.87,5.996452,0.02,6884.14,2603.24,0.38,1.791759,2.079442,3.496508,0.13,5.036953,5.513429,4.007333,3.526361,5.225747,42.58,4.532599,Y
1.098612,0,1.791759,1.609438,1.386294,0.693147,0.11,0.693147,0.693147,0,0.5,1.94591,0,-13.815511,2.564949,0,29.61,9.15,2480.95,0.09,4.043051,0.11,137.83,271.03,0.5,0,0.693147,1.94591,0.06,2.833213,3.688879,2.564949,2.639057,3.496508,45.83,2.944439,N
3.044522,1.609438,1.791759,2.079442,3.637586,2.397895,0.16,2.890372,2.11,2.302585,0.91,3.78419,1.94591,0.6,4.110874,1.098612,87.92,17.2,26010.73,0.5,5.533389,0.06,1445.04,1512.25,0.64,2.302585,2.944439,3.555348,0.12,4.454347,5.117994,3.806662,2.890372,4.532599,18.67,4.204693,N
1.098612,0.693147,0.693147,1.386294,1.386294,0.693147,0.07,0.693147,0.693147,0.693147,0,1.94591,0,-13.815511,3.218876,0,48.82,16.55,13373.72,0.27,4.997212,0.06,742.98,6.694562,0.5,0,0.693147,1.94591,0.05,4.158883,4.430817,3.367296,2.70805,3.73767,19.35,3.295837,N
3.555348,1.386294,1.609438,4.248495,4.060443,2.890372,0.17,3.178054,2.42,1.94591,0.39,4.204693,2.564949,0.71,4.644391,0.693147,58.36,41.38,99929.77,0.8,5.918894,0.02,5551.65,2414.97,0.72,2.833213,3.367296,3.931826,0.08,5.010635,5.402677,4.060443,3.465736,5.384495,41.9,4.691348,N
2.564949,1.609438,1.791759,2.639057,3.178054,1.94591,0.14,2.484907,0.693147,1.94591,0,3.401197,0,-13.815511,3.78419,-13.815511,78.96,22.12,38620.28,0.58,5.594711,0.05,2145.57,1746.31,0.14,1.791759,2.484907,3.218876,0.07,4.744932,5.036953,4.174387,3.218876,4.615121,31.25,3.912023,Y
1.098612,1.386294,2.397895,3.433987,1.386294,0.693147,0.04,0.693147,0.693147,0.693147,0,2.397895,0,-13.815511,3.583519,1.609438,37.89,24.18,22153.96,0.31,5.141664,0.04,1230.78,916.14,0.5,0,0.693147,2.397895,0.02,4.025352,4.744932,3.091042,2.944439,4.727388,53.85,3.850148,N
1.609438,0,0,2.397895,2.079442,1.098612,0.16,1.386294,0.693147,0,0.33,2.484907,0,-13.815511,2.890372,1.386294,35.6,12.89,5919.2,0.15,4.51086,0.08,328.84,459.04,0.33,0.693147,1.386294,2.397895,0.05,3.555348,4.025352,2.944439,2.639057,4.043051,3.688879,2.944439,N
1.94591,0.693147,-13.815511,2.079442,2.484907,1.386294,0.16,1.791759,0.693147,0,0.25,2.772589,0,-13.815511,3.218876,-13.815511,31.67,2.70805,8.871365,0.16,4.553877,0.07,395.83,6.163315,0.25,1.098612,1.791759,2.639057,0.1,3.401197,4.174387,2.772589,2.772589,3.713572,24.24,3.218876,N
3.610918,1.791759,-13.815511,2.890372,3.951244,2.944439,0.28,2.995732,2.6,2.564949,0.68,4.219508,2.944439,0,4.234107,-13.815511,73.61,37.75,104901.75,0.93,6.045005,0.03,5827.87,2778.85,0,2.772589,3.258097,3.931826,0.17,5.01728,5.602119,4.158883,3.465736,4.718499,20.69,4.234107,N
1.94591,1.386294,0,1.609438,2.484907,1.386294,0.09,1.791759,0.693147,1.386294,0,3.135494,0,-13.815511,3.806662,-13.815511,99.18,16.49,26973.57,0.55,5.56452,0.06,1498.53,1635.63,0.25,1.098612,1.791759,3.044522,0.06,4.543295,5.117994,4.043051,2.995732,4.174387,11.76,3.828641,N
1.94591,1.098612,-13.815511,-13.815511,2.302585,1.386294,0.18,1.386294,2.5,1.098612,0.75,2.70805,1.386294,0,3.091042,0,41.71,12.75,6780.12,0.18,4.584967,0.08,376.67,531.77,0,1.098612,1.609438,2.564949,0.17,3.663562,4.077537,3.258097,2.833213,3.135494,-13.815511,3.091042,N
1.94591,0.693147,0.693147,0.693147,2.484907,1.386294,0.33,1.791759,0.693147,1.098612,0.75,2.484907,0,-13.815511,2.302585,0,19.23,5.69,622.17,0.04,3.332205,0.18,34.57,109.39,0.25,1.098612,1.791759,2.302585,0.11,2.564949,2.70805,2.079442,1.94591,3.555348,28.57,2.484907,N
1.098612,0.693147,-13.815511,-13.815511,1.386294,0.693147,0.17,0.693147,0.693147,0.693147,0,1.791759,0,-13.815511,2.484907,0.693147,14.62,6.43,604.36,0.03,3.135494,0.16,33.58,94.01,0.5,0,0.693147,1.791759,0.1,2.197225,2.639057,1.94591,2.302585,2.995732,-13.815511,2.484907,N
1.609438,0.693147,0.693147,2.564949,2.079442,1.098612,0.06,1.386294,0.693147,1.098612,0,2.639057,0,-13.815511,3.850148,0,55.85,3.332205,43785.9,0.52,5.545177,0.04,2432.55,1563.78,0.33,0.693147,1.386294,2.564949,0.05,4.718499,4.969813,3.828641,3.135494,4.174387,24.19,3.89182,Y
2.564949,1.386294,1.386294,3.496508,1.791759,2.302585,0.24,0.693147,1.098612,1.386294,0.4,3.218876,1.386294,0.33,3.637586,1.098612,3.465736,26.1,21802.25,0.28,4.955827,0.04,1211.24,835.34,0.4,0.693147,1.098612,2.833213,0.1,3.988984,4.477337,3.401197,3.367296,4.634729,49.33,3.73767,N
3.332205,2.772589,2.995732,4.779123,3.332205,2.833213,0.1,2.484907,2.33,2.564949,0.76,4.276666,2.302585,0.56,5.036953,0,133.35,38.57,198396.43,1.71,6.543912,0.03,11022.02,5143.61,0.59,2.079442,2.639057,4.043051,0.05,5.652489,6.016157,4.890349,3.583519,5.768321,47.44,5.159055,N
3.044522,1.609438,1.94591,3.332205,3.526361,2.397895,0.14,2.639057,2.43,2.197225,0.82,3.828641,2.397895,0,4.304065,0,61.92,36.74,83581.43,0.76,5.869297,0.03,4643.41,2274.9,0,2.302585,2.833213,3.610918,0.08,4.820282,5.438079,3.988984,3.465736,4.94876,32.11,4.394449,Y
1.098612,0.693147,-13.815511,0.693147,1.386294,0.693147,0.29,0.693147,0.693147,0.693147,0,1.791759,0,-13.815511,1.94591,-13.815511,16.52,6.19,632.28,0.03,3.218876,0.16,35.13,102.19,0.5,0,0.693147,1.791759,0.17,2.397895,2.639057,2.079442,2.197225,2.484907,22.22,1.94591,N
2.70805,1.098612,3.332205,1.791759,3.332205,2.079442,0.14,2.639057,0.693147,1.791759,0.75,3.610918,0,-13.815511,3.367296,-13.815511,78.29,48.05,180758.79,1.25,6.336826,0.02,10042.15,3761.89,0.13,1.94591,2.639057,3.433987,0.1,5.379897,5.852202,4.248495,3.433987,4.394449,53.97,4.043051,N
2.944439,1.609438,1.94591,3.663562,3.526361,2.302585,0.07,2.772589,2.13,2.079442,0.8,4.110874,2.079442,0.78,4.844187,2.890372,124.12,29.01,104460.67,1.2,6.265301,0.03,5803.37,3600.73,0.8,2.197225,2.833213,3.970292,0.06,5.393628,5.723585,4.51086,3.178054,5.187386,26.59,4.89784,N
1.098612,0,0,0.693147,1.386294,0.693147,0.17,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.397895,0,14.83,9.63,1373.5,0.05,3.465736,0.1,76.31,142.7,0.5,0,0.693147,1.791759,0.11,2.397895,3.044522,2.079442,2.639057,2.890372,21.43,2.484907,N
1.609438,-13.815511,0,-13.815511,2.079442,1.098612,0.18,1.386294,0.693147,0,0.33,2.302585,1.098612,0,2.772589,0.693147,13.72,10.56,7.333676,0.05,3.496508,0.09,85.06,144.95,0,0.693147,1.386294,2.197225,0.14,2.564949,2.995732,2.079442,2.564949,3.091042,5.88,2.833213,N
3.218876,2.564949,-13.815511,2.639057,3.871201,2.564949,0.12,3.178054,0.693147,2.397895,0.85,4.564348,0,-13.815511,4.663439,0.693147,101.31,27.04,74089.87,0.91,6.042633,0.04,4116.1,2739.78,0.08,2.484907,3.178054,4.442651,0.08,5.257495,5.433722,4.26268,2.995732,5.147494,11.67,4.663439,N
2.564949,-13.815511,2.302585,2.833213,3.178054,1.94591,0.21,2.484907,0.693147,0,0.14,3.295837,1.609438,0.67,3.135494,1.098612,27.4,28.12,21659.58,0.26,5.056246,0.04,1203.31,770.38,0.71,1.791759,2.484907,3.091042,0.09,3.7612,4.736198,2.564949,2.833213,4.304065,3.988984,3.496508,N
2.944439,1.609438,1.386294,2.70805,2.772589,2.564949,0.2,2.079442,0.693147,1.791759,0.46,3.73767,0,-13.815511,4.094345,0,66.12,13.9,12780.02,0.31,5.043425,0.07,6.565265,919.26,0.08,1.386294,2.079442,3.433987,0.16,4.043051,4.584967,3.713572,2.995732,4.382027,24.05,4.158883,N
1.098612,1.386294,-13.815511,-13.815511,1.386294,0.693147,0.2,0.693147,0.693147,0.693147,0,2.197225,0,-13.815511,2.302585,-13.815511,22.35,7.27,1181.93,0.05,3.610918,0.14,65.66,162.52,0.5,0,0.693147,2.197225,0.17,2.772589,3.044522,2.397895,2.302585,2.484907,-13.815511,2.302585,N
1.609438,1.386294,-13.815511,3.663562,2.079442,1.098612,0.11,1.386294,0.693147,0,0.33,2.890372,0,-13.815511,3.295837,0,61.85,12.04,8964.95,0.25,4.867534,0.08,498.05,744.63,0.33,0.693147,1.386294,2.833213,0.04,4.110874,4.234107,3.637586,2.70805,4.369448,59.09,3.295837,N
3.367296,-13.815511,2.944439,3.970292,3.912023,2.70805,0.22,3.091042,2.27,0,0.07,4.007333,2.197225,0.57,3.912023,0.693147,50.79,25.26,32401.84,0.43,5.389072,0.04,1800.1,1282.9,0.6,2.639057,3.218876,3.73767,0.11,4.488636,4.867534,3.610918,3.044522,4.941642,59.02,4.234107,N
2.944439,1.791759,1.386294,3.433987,3.583519,2.302585,0.08,2.890372,0.693147,2.302585,0,4.234107,0,-13.815511,4.844187,0,208.02,26.3,143936.36,1.82,6.624065,0.04,7996.46,5471.89,0.1,2.197225,2.890372,4.110874,0.04,5.556828,6.202536,4.85203,3.258097,5.480639,21.6,4.875197,N
3.89182,2.079442,3.496508,4.060443,4.49981,3.218876,0.16,3.73767,2.14,2.197225,0.36,4.762174,2.484907,0.46,4.85203,-13.815511,104.25,54.33,307757.08,1.89,6.672033,0.02,17097.62,5664.24,0.48,3.178054,3.806662,4.543295,0.11,5.786897,6.139885,4.682131,3.583519,5.451038,41.55,5.081404,N
1.791759,1.609438,0.693147,2.564949,1.386294,1.386294,0.11,0.693147,0.693147,1.386294,0,3.401197,0,-13.815511,3.583519,-13.815511,48.31,17.63,15014.65,0.28,5.049856,0.06,834.15,851.67,0.25,0,0.693147,3.332205,0.07,4.025352,4.60517,3.295837,2.833213,4.007333,29.41,3.637586,N
2.564949,1.94591,1.386294,3.332205,3.178054,1.94591,0.13,2.484907,0.693147,1.94591,0,3.496508,0,-13.815511,3.871201,0,124.44,13.9,24028.83,0.58,5.568345,0.07,1334.93,1729.18,0.14,1.791759,2.484907,3.332205,0.06,4.672829,5.043425,4.343805,2.995732,4.787492,3.688879,3.951244,N
2.197225,1.609438,2.302585,2.197225,2.772589,1.609438,0.12,2.079442,0.693147,1.609438,0,3.044522,1.609438,0,3.433987,0,54.55,14.84,12009.6,0.27,4.941642,0.07,667.2,809.39,0,1.386294,2.079442,2.890372,0.07,4.110874,4.369448,3.610918,2.890372,4.304065,3.637586,3.713572,N
3.496508,1.94591,2.564949,4.007333,4.094345,2.833213,0.16,3.332205,2.14,1.791759,0.35,4.369448,1.94591,0.38,4.532599,0,56.02,48.06,129374.54,0.9,6.008813,0.02,7187.47,2692.19,0.41,2.772589,3.401197,4.158883,0.09,5.153292,5.455321,4.143135,3.555348,5.225747,42.24,4.663439,N
2.564949,1.386294,0,0,3.178054,1.94591,0.19,2.484907,0.693147,1.791759,0.86,3.663562,0,-13.815511,3.583519,0.693147,34.37,26.52,24176.72,0.3,5.123964,0.04,1343.15,911.61,0.14,1.791759,2.484907,3.526361,0.13,4.204693,4.615121,3.178054,2.944439,3.988984,5.26,3.610918,N
1.609438,1.386294,-13.815511,0.693147,2.079442,1.098612,0.14,1.386294,0.693147,1.098612,0,2.639057,0,-13.815511,3.044522,0.693147,34.56,8.63,2570.73,0.1,4.127134,0.12,142.82,298.06,0.33,0.693147,1.386294,2.564949,0.12,3.135494,3.663562,2.772589,2.484907,3.258097,8.7,3.044522,N
3.610918,2.484907,3.135494,4.174387,4.094345,2.995732,0.13,3.332205,2.14,2.302585,0.5,4.644391,2.197225,0.42,4.867534,0,4.418841,51.6,220979.91,1.43,6.408529,0.02,12276.66,4282.56,0.45,2.772589,3.401197,4.454347,0.09,5.55296,5.855072,4.553877,3.637586,5.442418,40.37,5.030438,Y
1.94591,-13.815511,1.791759,-13.815511,2.302585,1.386294,0.15,1.386294,2.5,0,0.25,2.564949,1.386294,0,3.044522,0,21.34,24.44,12748.97,0.17,4.584967,0.04,708.28,521.54,0,1.098612,1.609438,2.397895,0.12,3.688879,4.060443,2.890372,3.091042,3.526361,22.22,3.295837,N
1.098612,-13.815511,-13.815511,2.302585,1.386294,0.693147,0.25,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.079442,-13.815511,11.07,4.38,211.89,0.02,2.639057,0.23,11.77,48.43,0.5,0,0.693147,1.609438,0.18,1.609438,2.197225,1.386294,1.94591,2.397895,55.56,2.079442,N
2.70805,1.94591,3.295837,3.332205,2.995732,2.197225,0.1,2.302585,0.693147,1.791759,0.67,3.912023,0,-13.815511,4.077537,0,47.3,45.77,99082.56,0.72,5.817111,0.02,5504.59,2164.83,0.11,1.609438,2.302585,3.7612,0.06,4.912655,5.298317,3.951244,3.555348,5.087596,48.25,4.454347,N
2.197225,1.386294,2.079442,2.944439,2.772589,1.609438,0.14,2.079442,0.693147,1.386294,0.8,3.135494,0,-13.815511,3.295837,-13.815511,42.9,20.7,18381.79,0.3,5.068904,0.05,1021.21,888.01,0.2,1.386294,2.079442,2.995732,0.07,3.806662,4.736198,3.218876,3.135494,4.276666,3.912023,3.555348,N
2.197225,0,1.609438,-13.815511,2.772589,1.609438,0.14,2.079442,0.693147,1.609438,0,3.465736,0,-13.815511,3.433987,-13.815511,44.36,16.56,12163.87,0.24,4.94876,0.06,675.77,734.53,0.2,1.386294,2.079442,3.367296,0.11,4.234107,4.276666,3.218876,2.484907,3.850148,13.89,3.583519,N
1.098612,-13.815511,-13.815511,-13.815511,1.386294,0.693147,0.13,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.70805,0.693147,18.54,9.63,1717.22,0.06,3.73767,0.1,95.4,178.41,0.5,0,0.693147,1.791759,0.11,2.639057,3.332205,2.079442,2.397895,2.944439,-13.815511,2.70805,N
1.098612,-13.815511,-13.815511,-13.815511,1.386294,0.693147,0.29,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,1.94591,0,8.79,2.484907,1265.83,0.04,3.295837,0.08,70.32,105.49,0.5,0,0.693147,1.609438,0.22,2.484907,2.70805,1.609438,2.302585,2.197225,-13.815511,1.94591,N
2.397895,1.098612,0.693147,1.098612,2.890372,1.791759,0.3,2.079442,2.25,1.609438,0.83,3.044522,1.386294,0.6,2.890372,0,26.39,12.07,3845.69,0.11,4.204693,0.08,213.65,318.58,0.67,1.609438,2.197225,2.833213,0.21,3.258097,3.713572,2.639057,2.564949,3.367296,21.74,2.995732,N
3.663562,1.791759,2.995732,4.564348,4.248495,2.995732,0.18,3.465736,2.19,1.386294,0.2,4.574711,2.197225,0.42,4.51086,0,72.67,51.47,192513.32,1.25,6.342121,0.02,10695.18,3740.26,0.45,2.944439,3.555348,4.369448,0.08,5.521461,5.762051,4.219508,3.332205,5.537334,56.04,4.70953,Y
2.197225,1.098612,2.302585,3.091042,2.772589,1.609438,0.16,2.079442,0.693147,0.693147,0.4,3.178054,0,-13.815511,3.091042,1.94591,27.26,22.11,13319.21,0.2,4.736198,0.05,739.96,602.54,0.2,1.386294,2.079442,3.044522,0.08,3.73767,4.276666,2.944439,2.995732,4.110874,59.26,3.465736,N
3.044522,2.197225,2.197225,4.077537,3.583519,2.397895,0.12,2.772589,2.25,2.302585,0.91,4.158883,1.098612,0.2,4.406719,1.098612,70.59,44.71,141084.24,1.05,6.163315,0.02,7838.01,3155.83,0.27,2.302585,2.890372,4.007333,0.06,5.247024,5.652489,4.219508,3.465736,5.225747,45.33,4.51086,Y
1.098612,1.609438,-13.815511,2.484907,1.386294,0.693147,0.09,0.693147,0.693147,0.693147,0,2.197225,0,-13.815511,3.091042,0,36.77,11.48,4842.06,0.14,4.394449,0.09,5.594711,421.97,0.5,0,0.693147,2.197225,0.06,3.295837,3.988984,2.995732,2.833213,3.583519,35.29,3.091042,N
2.833213,1.609438,0.693147,-13.815511,3.465736,2.197225,0.14,2.772589,0.693147,2.197225,0,4.077537,0,-13.815511,4.127134,-13.815511,183.65,7.02,9044.12,0.43,5.365976,0.14,502.45,1288.79,0.11,2.079442,2.772589,3.951244,0.12,4.60517,4.736198,4.043051,2.079442,4.356709,3.13,4.158883,N
2.890372,0,0,-13.815511,2.484907,2.639057,0.26,1.791759,0.693147,2.639057,0,3.663562,0,-13.815511,3.951244,0,36.57,23.03,19394.56,0.28,4.955827,0.04,1077.48,842.16,0.07,1.098612,1.791759,3.295837,0.25,4.060443,4.430817,3.526361,3.295837,4.007333,1.89,3.970292,N
1.098612,-13.815511,-13.815511,-13.815511,1.386294,0.693147,0.14,0.693147,0.693147,0,0.5,1.791759,0,-13.815511,2.639057,0.693147,36.78,7.07,1838.97,0.09,4.025352,0.14,102.16,260.06,0.5,0,0.693147,1.791759,0.13,2.890372,3.637586,2.639057,2.397895,2.70805,-13.815511,2.639057,N
1.94591,-13.815511,-13.815511,-13.815511,2.484907,1.386294,0.24,1.791759,0.693147,0,0.25,2.639057,1.098612,0.67,2.833213,0.693147,10.6,10.13,1086.54,0.04,3.367296,0.1,60.36,107.31,0.75,1.098612,1.791759,2.484907,0.22,2.197225,2.995732,1.386294,2.197225,2.890372,-13.815511,2.833213,N
1.098612,0.693147,-13.815511,0.693147,1.386294,0.693147,0.22,0.693147,0.693147,0.693147,0,1.791759,0,-13.815511,2.197225,-13.815511,19.71,5.5,596.3,0.04,3.258097,0.18,33.13,108.42,0.5,0,0.693147,1.791759,0.13,2.397895,2.70805,2.197225,2.197225,2.70805,18.18,2.197225,N
2.564949,-13.815511,2.302585,2.833213,3.178054,1.94591,0.21,2.484907,0.693147,0,0.14,3.295837,1.609438,0.67,3.135494,1.098612,17.45,27.22,12929.85,0.16,4.65396,0.04,718.32,474.97,0.71,1.791759,2.484907,3.091042,0.09,3.555348,4.248495,2.197225,2.639057,4.304065,3.988984,3.496508,N
1.609438,-13.815511,-13.815511,-13.815511,2.079442,1.098612,0.27,1.386294,0.693147,0,0.33,2.197225,0,-13.815511,2.397895,0.693147,14.67,14.67,3156.61,0.07,3.89182,0.07,175.37,215.22,0.33,0.693147,1.386294,2.079442,0.23,3.091042,3.295837,2.197225,2.484907,2.564949,-13.815511,2.397895,N
1.098612,0.693147,-13.815511,1.386294,1.386294,0.693147,0.17,0.693147,0.693147,0.693147,0,1.791759,0,-13.815511,2.484907,0,23.34,6.11,871.59,0.05,3.496508,0.16,48.42,142.62,0.5,0,0.693147,1.791759,0.1,2.302585,3.135494,2.197225,2.397895,3.044522,3.218876,2.484907,N
2.197225,0.693147,0,-13.815511,2.772589,1.609438,0.2,2.079442,0.693147,1.098612,0.6,2.833213,0,-13.815511,3.178054,1.098612,32.54,9.5,2936.77,0.1,4.143135,0.11,163.15,309.13,0.2,1.386294,2.079442,2.639057,0.16,2.944439,3.78419,2.70805,2.70805,3.465736,1.386294,3.218876,N
1.098612,-13.815511,1.098612,1.098612,1.386294,0.693147,0.17,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.197225,1.098612,13.38,8.25,910.48,0.04,3.295837,0.12,50.58,110.36,0.5,0,0.693147,1.609438,0.12,2.197225,2.890372,1.791759,2.397895,2.833213,3.688879,2.484907,N
1.609438,0.693147,0.693147,-13.815511,2.079442,1.098612,0.2,1.386294,0.693147,1.098612,0,2.484907,0,-13.815511,2.564949,0.693147,22.4,7.33,1204.38,0.05,3.637586,0.14,66.91,164.23,0.33,0.693147,1.386294,2.397895,0.19,2.484907,3.258097,2.197225,2.397895,2.772589,13.33,2.70805,Y
1.098612,-13.815511,0.693147,0.693147,1.386294,0.693147,0.15,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.397895,0.693147,10.9,2.484907,1569.59,0.04,3.465736,0.08,87.2,130.8,0.5,0,0.693147,1.609438,0.11,2.302585,3.091042,1.609438,2.484907,2.944439,26.67,2.564949,N
1.098612,-13.815511,0.693147,0.693147,1.386294,0.693147,0.18,0.693147,0.693147,0,0.5,1.609438,0,-13.815511,2.197225,0,13.77,13.5,2508.88,0.06,3.7612,0.07,139.38,185.84,0.5,0,0.693147,1.609438,0.1,2.890372,3.218876,2.079442,2.484907,2.995732,30.77,2.397895,N
2.197225,1.609438,2.484907,2.772589,2.772589,1.609438,0.14,2.079442,0.693147,1.609438,0,3.044522,1.609438,0,3.218876,1.386294,38.51,14.25,7820.87,0.18,4.672829,0.07,434.49,548.83,0,1.386294,2.079442,2.890372,0.07,3.637586,4.234107,2.995732,2.70805,4.204693,52.83,3.610918,N
2.197225,0.693147,1.609438,0,2.772589,1.609438,0.15,2.079442,0.693147,1.609438,0,3.044522,1.386294,0.75,3.332205,0.693147,18.72,21.54,8684.58,0.13,4.418841,0.05,482.48,403.21,0.8,1.386294,2.079442,2.890372,0.1,3.555348,3.871201,2.564949,2.772589,3.89182,17.65,3.496508,N
